study_area,id,Latitude,Longitude,orbit,incidence_angle,field_id,date,soil_moisture,G_VH_dB,G_VV_dB,projectedLocalIncidenceAngle,assumed_clay_content,C11_ILSF9_BI1000_dB,C22_ILSF9_BI1000_dB,Surface_r_ILSF9_BI1000,Volume_g_ILSF9_BI1000,Ratio_b_ILSF9_BI1000,projectedLocalIncidenceAngle,soil_complex,soil_type,soil_texture,top_texture,range_clay_content,assumed_clay_content
OBORY,OC04,52.068537,21.1446147,A029,34.55,OC,28.08.2024,14.07,-21.4,-11.3,34.5,13.0,-12.808,-23.1058,-14.446,-16.925,2.479,34.5,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC05,52.0689142,21.1442352,A029,34.55,OC,28.08.2024,14.37,-23.73,-12.58,31.99,13.0,-14.4724,-21.8275,-17.619,-16.441,-1.178,31.99,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC06,52.0692664,21.1438322,A029,34.55,OC,28.08.2024,14.26,-21.44,-12.2,31.82,13.0,-16.3723,-21.5406,-21.979,-16.577,-5.402,31.82,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC07,52.0695286,21.1435544,A029,34.55,OC,28.08.2024,15.78,-22.12,-12.91,33.92,13.0,-15.9525,-22.3253,-18.761,-16.993,-1.768,33.92,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC08,52.0694316,21.1429129,A029,34.55,OC,28.08.2024,16.54,-19.61,-11.44,34.49,13.0,-16.0498,-22.0956,-19.705,-16.774,-2.931,34.49,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC09,52.0693962,21.1422083,A029,34.55,OC,28.08.2024,14.66,-21.29,-12.71,33.19,13.0,-18.5073,-21.8632,-24.212,-16.335,-7.877,33.19,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC10,52.0693555,21.1416506,A029,34.55,OC,28.08.2024,17.06,-21.17,-12.22,34.15,13.0,-14.4788,-22.4577,-17.596,-16.196,-1.4,34.15,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC12,52.0690784,21.1403279,A029,34.55,OC,28.08.2024,15.71,-19.9,-11.78,34.48,13.0,-14.7658,-21.5169,-19.693,-15.81,-3.884,34.48,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC13,52.0690149,21.1396958,A029,34.55,OC,28.08.2024,15.67,-19.35,-11.0,35.27,13.0,-15.5221,-21.6741,-19.192,-15.84,-3.352,35.27,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC16,52.0682718,21.1402776,A029,34.55,OC,28.08.2024,17.34,-21.01,-11.37,34.48,13.0,-15.8447,-22.3616,-18.734,-16.736,-1.997,34.48,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC17,52.0680051,21.1404965,A029,34.55,OC,28.08.2024,16.11,-24.9,-12.16,34.95,13.0,-15.0194,-22.7629,-18.417,-16.934,-1.482,34.95,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC18,52.0678697,21.1409421,A029,34.55,OC,28.08.2024,14.4,-20.54,-11.65,32.59,13.0,-15.1193,-22.594,-18.413,-16.409,-2.004,32.59,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC19,52.0679532,21.1425617,A029,34.55,OC,28.08.2024,13.56,-21.8,-12.0,32.66,13.0,-14.3986,-22.488,-17.154,-16.506,-0.647,32.66,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC20,52.0679312,21.1437727,A029,34.55,OC,28.08.2024,12.68,-21.57,-12.39,34.49,13.0,-15.542,-25.2844,-17.003,-19.164,2.161,34.49,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OD01,52.0667444,21.1463869,A029,34.55,OD,08.09.2024,11.0,-22.8,-12.72,33.1,13.0,-15.8501,-23.8443,-18.339,-18.107,-0.232,33.1,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OD02,52.0665621,21.145885,A029,34.55,OD,08.09.2024,11.25,-23.64,-12.91,34.5,13.0,-15.4241,-25.0563,-17.157,-18.982,1.825,34.5,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OD03,52.0663817,21.1452812,A029,34.55,OD,08.09.2024,12.04,-26.62,-13.86,34.53,13.0,-16.6311,-24.9128,-19.279,-18.857,-0.423,34.53,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OD04,52.0661418,21.1446986,A029,34.55,OD,08.09.2024,12.11,-22.94,-12.98,34.68,13.0,-15.1918,-24.5708,-17.157,-18.71,1.553,34.68,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE04,52.0681122,21.1482516,A029,34.55,OE,28.08.2024,11.86,-20.17,-10.21,37.46,13.0,-16.9275,-22.5909,-21.481,-16.966,-4.515,37.46,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE04,52.0681122,21.1482516,A102,42.91,OE,01.09.2024,10.45,-22.86,-13.55,45.82,13.0,-16.0775,-24.9858,-18.716,-18.728,0.012,45.82,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE05,52.0678135,21.1482451,A029,34.55,OE,28.08.2024,12.31,-20.05,-10.21,37.72,13.0,-16.3217,-22.61,-20.066,-17.228,-2.838,37.72,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE05,52.0678135,21.1482451,A102,42.91,OE,01.09.2024,10.35,-22.83,-12.94,46.06,13.0,-16.3618,-25.203,-18.621,-19.422,0.8,46.06,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE06,52.0681178,21.1478697,A029,34.55,OE,28.08.2024,14.21,-21.06,-11.07,34.82,13.0,-16.3073,-22.7809,-20.677,-17.059,-3.617,34.82,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE06,52.0681178,21.1478697,A102,42.91,OE,01.09.2024,11.45,-22.19,-13.18,43.16,13.0,-16.6254,-24.1786,-19.402,-18.565,-0.837,43.16,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE07,52.0682826,21.1486335,A029,34.55,OE,28.08.2024,11.65,-22.91,-12.69,32.13,13.0,-15.7667,-24.7663,-18.942,-17.52,-1.421,32.13,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE07,52.0682826,21.1486335,A102,42.91,OE,01.09.2024,10.6,-23.53,-13.42,40.26,13.0,-16.0621,-24.5485,-18.253,-18.892,0.638,40.26,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE10,52.0678418,21.148997,A029,34.55,OE,28.08.2024,14.17,-21.57,-12.24,34.36,13.0,-15.8346,-24.6828,-18.077,-18.928,0.851,34.36,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE10,52.0678418,21.148997,A102,42.91,OE,01.09.2024,11.59,-23.39,-13.01,42.7,13.0,-16.9411,-25.2556,-18.746,-19.479,0.733,42.7,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE11,52.0675001,21.148807,A029,34.55,OE,28.08.2024,12.11,-22.11,-11.95,31.98,13.0,-16.2696,-26.1727,-17.966,-19.808,1.842,31.98,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE11,52.0675001,21.148807,A102,42.91,OE,01.09.2024,11.27,-24.01,-13.59,40.18,13.0,-17.0674,-25.2545,-19.237,-19.734,0.497,40.18,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OF01,52.067307,21.1539384,A029,34.55,OF,08.09.2024,5.7,-24.17,-15.94,34.54,11.0,-16.4079,-22.4388,-21.506,-16.936,-4.57,34.54,6,Bk,pgl.pl,piaski gliniaste lekkie,10 - 15,11.0
OBORY,OF02,52.067603,21.1536154,A029,34.55,OF,08.09.2024,4.84,-23.37,-14.96,33.86,11.0,-17.6134,-23.66,-22.172,-18.167,-4.006,33.86,6,Bk,pgl.pl,piaski gliniaste lekkie,10 - 15,11.0
OBORY,OF03,52.0678348,21.1532888,A029,34.55,OF,08.09.2024,5.67,-24.37,-17.02,31.62,11.0,-18.3325,-24.4986,-24.076,-18.329,-5.746,31.62,6,Bk,pgl.pl,piaski gliniaste lekkie,10 - 15,11.0
OBORY,OF04,52.0680585,21.1529358,A029,34.55,OF,08.09.2024,5.84,-25.24,-15.2,34.17,11.0,-19.2781,-24.3419,-26.573,-18.608,-7.965,34.17,6,Bk,pgl.pl,piaski gliniaste lekkie,10 - 15,11.0
OBORY,OF05,52.0675359,21.1529026,A029,34.55,OF,08.09.2024,7.01,-22.87,-14.98,34.73,11.0,-17.5997,-24.0604,-22.628,-18.059,-4.568,34.73,6,Bk,pgl.pl,piaski gliniaste lekkie,10 - 15,11.0
OBORY,OF06,52.0670417,21.1536175,A029,34.55,OF,08.09.2024,8.84,-21.63,-13.94,36.45,11.0,-19.9419,-23.3399,-27.102,-17.895,-9.207,36.45,6,Bk,pgl.pl,piaski gliniaste lekkie,10 - 15,11.0
OBORY,OM07,52.0781232,21.1782562,A102,42.91,OM,13.09.2024,9.24,-24.06,-14.18,42.97,12.0,-16.8433,-26.0454,-19.062,-19.9,0.838,42.97,4,F,pgl.płz:.pl,piaski gliniaste lekkie,10 - 15,12.0
OBORY,OM08,52.0784434,21.1782809,A102,42.91,OM,13.09.2024,9.72,-24.2,-14.27,42.97,12.0,-16.2235,-26.3795,-18.139,-20.283,2.144,42.97,4,F,pgl.płz:.pl,piaski gliniaste lekkie,10 - 15,12.0
OBORY,OM09,52.0788261,21.1782074,A102,42.91,OM,13.09.2024,10.46,-24.45,-14.61,42.87,12.0,-16.8316,-26.1213,-18.321,-19.93,1.609,42.87,4,F,pgl.płz:.pl,piaski gliniaste lekkie,10 - 15,12.0
OBORY,OM10,52.0791155,21.1782072,A102,42.91,OM,13.09.2024,11.55,-23.44,-14.37,42.76,12.0,-17.0815,-24.2532,-19.992,-18.683,-1.309,42.76,4,F,pgl.płz:.pl,piaski gliniaste lekkie,10 - 15,12.0
KEDZIERZYN,KKV01,50.3723724,18.0847033,A175,36.95,KKV,14.10.2024,13.55,-24.45,-11.46,37.08,13.0,-14.7581,-25.9968,-15.991,-19.153,3.163,37.08,5,A,pglp,piaski gliniaste lekkie,10 - 15,13.0
KEDZIERZYN,KKV02,50.3720022,18.0848499,A175,36.95,KKV,14.10.2024,12.37,-22.64,-11.62,39.58,13.0,-15.8904,-24.8885,-17.29,-18.87,1.58,39.58,5,A,pglp,piaski gliniaste lekkie,10 - 15,13.0
KEDZIERZYN,KKV03,50.3716893,18.0849857,A175,36.95,KKV,14.10.2024,10.96,-23.8,-12.18,37.18,13.0,-15.3566,-24.6077,-17.393,-18.493,1.101,37.18,5,A,pglp,piaski gliniaste lekkie,10 - 15,13.0
KEDZIERZYN,KKV04,50.371604,18.0845855,A175,36.95,KKV,14.10.2024,13.74,-22.47,-11.13,36.86,13.0,-15.0029,-24.4413,-16.805,-18.326,1.521,36.86,5,A,pglp,piaski gliniaste lekkie,10 - 15,13.0
KEDZIERZYN,KKV05,50.3719495,18.0844063,A175,36.95,KKV,14.10.2024,11.25,-23.1,-10.8,35.57,13.0,-14.2022,-24.0001,-15.546,-17.974,2.428,35.57,5,A,pglp,piaski gliniaste lekkie,10 - 15,13.0
BRWINOW,BO06,52.191634,20.735467,A029,32.56,BO,26.10.2024,11.38,-19.6,-9.7,33.321,11.0,-12.7489,-22.3245,-14.764,-15.975,1.212,33.321,9,Dz,pglp:pl,piaski gliniaste lekkie pylaste,10 - 15,11.0
BRWINOW,BQ01,52.19352,20.732772,A029,32.56,BQ,26.10.2024,10.68,-20.65,-12.76,30.613,11.0,-17.0882,-23.5289,-21.697,-17.68,-4.017,30.613,9,Dz,pglp:pl,piaski gliniaste lekkie pylaste,10 - 15,11.0
BRWINOW,BQ02,52.193251,20.732233,A029,32.56,BQ,26.10.2024,12.96,-21.22,-12.49,32.255,11.0,-17.3532,-22.7503,-23.766,-16.835,-6.931,32.255,9,Dz,pglp:pl,piaski gliniaste lekkie pylaste,10 - 15,11.0
BRWINOW,BQ03,52.192981,20.732502,A029,32.56,BQ,26.10.2024,9.21,-21.15,-12.7,33.688,11.0,-17.4296,-23.1086,-22.842,-17.479,-5.363,33.688,9,Dz,pglp:pl,piaski gliniaste lekkie pylaste,10 - 15,11.0
BRWINOW,BQ04,52.193251,20.733041,A029,32.56,BQ,26.10.2024,14.41,-21.73,-12.03,31.158,11.0,-16.2493,-24.4445,-19.53,-18.107,-1.423,31.158,9,Dz,pglp:pl,piaski gliniaste lekkie pylaste,10 - 15,11.0
OBORY,OH01,52.082869,21.1418474,A029,34.55,OH,09.09.2024,6.35,-20.72,-13.8,34.16,12.0,-18.2672,-23.1375,-23.95,-17.472,-6.478,34.16,5,Bk,pglp:ps,piaski gliniaste lekkie pylaste,10 - 15,12.0
OBORY,OH02,52.082627,21.1415593,A029,34.55,OH,09.09.2024,5.53,-22.12,-15.85,37.11,12.0,-17.2566,-22.7724,-23.746,-17.532,-6.214,37.11,5,Bk,pglp:ps,piaski gliniaste lekkie pylaste,10 - 15,12.0
OBORY,OI05,52.0783931,21.1462049,A029,34.55,OI,09.09.2024,7.63,-25.63,-15.6,34.86,12.0,-21.003,-23.7663,-27.412,-19.012,-8.401,34.86,5,Bk,pglp:ps,piaski gliniaste lekkie pylaste,10 - 15,12.0
OBORY,OI05,52.0783931,21.1462049,A102,42.91,OI,13.09.2024,6.84,-25.94,-17.11,43.78,12.0,-19.8881,-27.343,-22.382,-21.867,-0.515,43.78,5,Bk,pglp:ps,piaski gliniaste lekkie pylaste,10 - 15,12.0
OBORY,OI06,52.0781585,21.1455538,A029,34.55,OI,09.09.2024,7.83,-23.35,-15.03,35.67,12.0,-18.3709,-22.7656,-29.497,-17.438,-12.06,35.67,5,Bk,pglp:ps,piaski gliniaste lekkie pylaste,10 - 15,12.0
OBORY,OI07,52.0778983,21.144951,A029,34.55,OI,09.09.2024,9.85,-22.89,-13.44,34.51,12.0,-16.6626,-23.9206,-20.757,-18.057,-2.7,34.51,5,Bk,pglp:ps,piaski gliniaste lekkie pylaste,10 - 15,12.0
OBORY,OI01,52.0795255,21.148316,A029,34.55,OI,09.09.2024,7.11,-25.84,-15.43,35.73,11.0,-17.377,-24.1485,-21.237,-18.458,-2.779,35.73,6,Bk,pglp.pl,piaski gliniaste lekkie pylaste,10 - 15,11.0
OBORY,OI01,52.0795255,21.148316,A102,42.91,OI,13.09.2024,8.36,-24.38,-16.16,43.73,11.0,-20.6165,-27.1474,-24.826,-21.116,-3.71,43.73,6,Bk,pglp.pl,piaski gliniaste lekkie pylaste,10 - 15,11.0
JECAM,JQ02,52.1300742,16.9336775,A073,42.0,JQ,06.10.2024,23.07,-18.94,-9.17,41.62,18.0,-11.3772,-22.6925,-13.048,-16.481,3.433,41.62,2,D,pgm:gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,WM05,52.0424504,16.767287,A073,42.0,WM,05.10.2024,23.33,-20.23,-10.52,41.2,18.0,-14.8408,-23.3384,-17.436,-17.053,-0.383,41.2,8,D,pgm:gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,WM06,52.042816,16.7675488,A073,42.0,WM,05.10.2024,22.2,-19.8,-9.83,43.3,18.0,-13.2352,-21.2007,-15.781,-15.719,-0.062,43.3,8,D,pgm:gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JG01,52.104369,16.8104937,A073,42.0,JG,06.10.2024,18.88,-20.05,-11.65,41.46,18.0,-14.9237,-23.7091,-17.567,-17.132,-0.435,41.46,2,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JG02,52.104684,16.8106142,A073,42.0,JG,06.10.2024,19.47,-21.13,-11.35,42.03,18.0,-14.6007,-22.0499,-17.059,-16.707,-0.352,42.03,2,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JG03,52.1047586,16.8099181,A073,42.0,JG,06.10.2024,17.64,-20.88,-12.16,44.14,18.0,-16.5436,-23.7935,-19.476,-17.572,-1.904,44.14,2,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JG04,52.10441,16.8097973,A073,42.0,JG,06.10.2024,18.52,-21.33,-12.55,44.05,18.0,-17.0222,-23.6805,-20.474,-17.682,-2.792,44.05,2,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JK01,52.1073116,16.9086462,A073,42.0,JK,06.10.2024,20.4,-24.41,-10.87,45.1,18.0,-15.6171,-25.1254,-17.516,-18.724,1.208,45.1,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JK02,52.1075849,16.9090287,A073,42.0,JK,06.10.2024,21.78,-21.45,-11.38,42.42,18.0,-14.3717,-23.9474,-16.108,-18.28,2.172,42.42,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JK03,52.1078527,16.9096264,A073,42.0,JK,06.10.2024,25.5,-20.36,-12.08,42.65,18.0,-13.8491,-22.3757,-16.428,-16.55,0.122,42.65,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JK04,52.1079507,16.9100084,A073,42.0,JK,06.10.2024,26.92,-20.66,-12.12,42.72,18.0,-13.9776,-22.2931,-16.691,-16.716,0.026,42.72,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JK05,52.1082808,16.9099734,A073,42.0,JK,06.10.2024,23.43,-19.55,-10.34,43.94,18.0,-15.2583,-23.2548,-18.144,-17.264,-0.881,43.94,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JK06,52.108178,16.9095247,A073,42.0,JK,06.10.2024,25.38,-19.93,-10.1,42.67,18.0,-14.3666,-22.1918,-17.074,-16.795,-0.279,42.67,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JM01,52.1158267,16.9396599,A073,42.0,JM,06.10.2024,20.62,-19.17,-10.26,42.26,18.0,-13.4237,-23.2377,-14.701,-17.217,2.516,42.26,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JM02,52.1157291,16.9401569,A073,42.0,JM,06.10.2024,20.76,-18.53,-8.92,42.54,18.0,-14.0403,-23.5152,-15.549,-17.306,1.756,42.54,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JM03,52.1159843,16.9404923,A073,42.0,JM,06.10.2024,21.17,-18.77,-9.6,44.16,18.0,-13.7209,-22.6399,-15.675,-16.612,0.937,44.16,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JM04,52.1161567,16.9400361,A073,42.0,JM,06.10.2024,23.67,-18.93,-9.37,42.34,18.0,-13.0178,-22.0617,-14.873,-16.261,1.388,42.34,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JN01,52.1290591,16.9459847,A073,42.0,JN,06.10.2024,23.13,-22.59,-9.22,43.87,18.0,-13.441,-24.9381,-13.989,-18.966,4.977,43.87,2,zD,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JN02,52.1291809,16.945461,A073,42.0,JN,06.10.2024,29.16,-23.02,-8.43,41.73,18.0,-11.1235,-25.3905,-11.308,-19.826,8.518,41.73,2,zD,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JN03,52.1290915,16.9449213,A073,42.0,JN,06.10.2024,23.66,-21.68,-8.68,42.46,18.0,-12.1468,-24.6751,-12.598,-19.006,6.408,42.46,2,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JN04,52.128929,16.9444887,A073,42.0,JN,06.10.2024,24.83,-22.19,-9.11,41.72,18.0,-12.1797,-24.9661,-13.26,-19.029,5.769,41.72,2,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JN05,52.1287019,16.9440204,A073,42.0,JN,06.10.2024,23.57,-23.08,-9.67,39.31,18.0,-12.7081,-24.2024,-13.469,-18.837,5.367,39.31,2,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JN06,52.1284829,16.9435829,A073,42.0,JN,06.10.2024,27.44,-22.45,-9.65,41.23,18.0,-12.3883,-24.9043,-13.159,-18.933,5.774,41.23,2,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JQ01,52.130042,16.9342777,A073,42.0,JQ,06.10.2024,19.35,-19.35,-9.62,39.37,18.0,-13.3987,-22.2269,-14.132,-16.142,2.01,39.37,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JQ03,52.1297218,16.9335459,A073,42.0,JQ,06.10.2024,20.2,-19.58,-9.22,42.58,18.0,-11.6317,-22.7255,-13.067,-16.48,3.413,42.58,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,JQ04,52.129688,16.9341555,A073,42.0,JQ,06.10.2024,20.32,-18.72,-8.9,42.02,18.0,-11.9814,-21.4783,-13.44,-15.511,2.071,42.02,1,D,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,WM01,52.0434376,16.7690647,A073,42.0,WM,05.10.2024,20.42,-23.04,-11.73,41.83,18.0,-14.0645,-23.9111,-15.005,-18.056,3.051,41.83,2,Bk,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,WM02,52.0431546,16.7687548,A073,42.0,WM,05.10.2024,19.66,-21.58,-11.15,38.62,18.0,-14.6347,-24.9711,-15.774,-18.832,3.058,38.62,2,Bk,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,WM03,52.0428361,16.7684866,A073,42.0,WM,05.10.2024,22.63,-20.77,-11.23,41.83,18.0,-14.3274,-23.069,-15.998,-17.812,1.814,41.83,2,Bk,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
JECAM,WM04,52.0425095,16.7682091,A073,42.0,WM,05.10.2024,24.3,-19.16,-10.28,44.63,18.0,-15.3058,-23.0695,-17.25,-17.21,-0.04,44.63,2,Bk,pgm.gl,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZN01,52.0608117,20.7833377,A029,32.72,ZN,30.01.2025,25.35,-20.737,-8.9472,33.14,18.0,-12.4315,-20.5001,-15.304,-14.329,-0.975,33.14,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZN02,52.0605329,20.7827982,A029,32.72,ZN,30.01.2025,23.53,-20.8978,-9.2866,32.83,18.0,-11.6702,-19.7664,-15.044,-13.518,-1.526,32.83,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZN03,52.0601377,20.7822933,A029,32.72,ZN,30.01.2025,24.99,-17.847,-8.573,33.21,18.0,-11.1812,-20.1762,-14.395,-13.635,-0.759,33.21,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZN04,52.0598673,20.7818234,A029,32.72,ZN,30.01.2025,29.35,-18.7725,-9.1622,32.5,18.0,-11.0046,-19.0928,-13.837,-12.943,-0.894,32.5,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZN05,52.0596087,20.781234,A029,32.72,ZN,30.01.2025,27.6,-18.501,-7.8291,32.5,18.0,-10.6467,-18.3416,-14.073,-12.513,-1.56,32.5,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZN06,52.0598934,20.780688,A029,32.72,ZN,30.01.2025,20.82,-20.2379,-9.1327,32.85,18.0,-11.0434,-19.9631,-12.797,-14.108,1.311,32.85,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZN07,52.0602191,20.7811835,A029,32.72,ZN,30.01.2025,22.62,-19.5311,-8.382,32.94,18.0,-12.9678,-20.4819,-14.697,-14.542,-0.155,32.94,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZN09,52.0607844,20.7822067,A029,32.72,ZN,30.01.2025,9.39,-22.8962,-10.5121,34.82,18.0,-13.2681,-20.8367,-16.041,-14.826,-1.215,34.82,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZN10,52.0611365,20.7828111,A029,32.72,ZN,30.01.2025,10.91,-24.0351,-10.8776,32.95,18.0,-13.8149,-24.926,-14.934,-18.033,3.099,32.95,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZO01,52.0599413,20.7841304,A029,32.72,ZO,30.01.2025,20.95,-19.7917,-9.2525,33.84,18.0,-11.9047,-19.175,-14.947,-13.666,-1.281,33.84,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZO04,52.0588788,20.7838618,A029,32.72,ZO,30.01.2025,17.07,-22.679,-9.4871,35.22,18.0,-11.715,-18.7436,-13.487,-12.842,-0.644,35.22,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZO05,52.0590323,20.7844037,A029,32.72,ZO,30.01.2025,15.92,-22.0497,-9.6119,32.86,18.0,-9.6318,-19.1645,-12.551,-13.015,0.465,32.86,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZO06,52.0594905,20.7845969,A029,32.72,ZO,30.01.2025,23.29,-20.4958,-9.5107,33.19,18.0,-11.7419,-19.0766,-14.781,-13.22,-1.562,33.19,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZO07,52.0597277,20.7847463,A029,32.72,ZO,30.01.2025,20.97,-19.4284,-8.4032,33.34,18.0,-12.4358,-18.576,-16.006,-12.873,-3.133,33.34,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
MLOCHOW,ZO08,52.0601071,20.7848859,A029,32.72,ZO,30.01.2025,22.24,-18.0491,-7.6819,32.87,18.0,-11.8764,-17.918,-15.8,-12.16,-3.64,32.87,2,Dz,pgm.glp,piaski gliniaste mocne,15 - 20,18.0
OBORY,OI02,52.0792306,21.1477338,A029,34.55,OI,09.09.2024,6.8,-25.11,-15.17,34.45,18.0,-17.1546,-24.5935,-20.16,-18.471,-1.689,34.45,4,B,pgmp:pl,piaski gliniaste mocne,15 - 20,18.0
OBORY,OI02,52.0792306,21.1477338,A102,42.91,OI,13.09.2024,6.76,-25.94,-16.87,42.8,18.0,-19.7653,-28.1591,-22.206,-22.353,0.147,42.8,4,B,pgmp:pl,piaski gliniaste mocne,15 - 20,18.0
OBORY,OI12,52.0774394,21.1459546,A029,34.55,OI,09.09.2024,7.87,-23.15,-13.71,31.56,18.0,-16.3958,-22.9296,-20.45,-17.138,-3.312,31.56,4,B,pgmp:pl,piaski gliniaste mocne,15 - 20,18.0
BRWINOW,BD01,52.1391507,20.684555,A102,41.14,BD,19.10.2024,23.22,-21.63,-12.76,41.546,18.0,-16.0478,-22.4099,-19.747,-17.026,-2.722,41.546,2,Dz,pgmp.glp,piaski gliniaste mocne pylaste,15 - 20,18.0
BRWINOW,BD06,52.1391988,20.687217,A102,41.14,BD,19.10.2024,22.86,-21.35,-12.92,40.315,18.0,-17.5485,-22.7995,-23.702,-16.742,-6.96,40.315,2,Dz,pgmp.glp,piaski gliniaste mocne pylaste,15 - 20,18.0
